2548	2025/03/15 01:59:31	213.248.108.232	200	6	1588108	"GET /uv2582fip2582inf210/resources/project/jobmngt.zip HTTP/1.1"
2517	2025/03/15 10:11:43	89.234.161.220	200	6	9111	"GET /uv2582fip2582inf210/index.html HTTP/1.1"
2517	2025/03/15 10:12:55	89.234.161.220	200	3	5028	"GET /uv2582fip2582inf210/project_presentation.html HTTP/1.1"
2517	2025/03/15 10:13:03	89.234.161.220	200	7	12683	"GET /uv2582fip2582inf210/project_specifications.html HTTP/1.1"
2517	2025/03/15 10:13:06	89.234.161.220	200	4	9275	"GET /uv2582fip2582inf210/project_part3.html HTTP/1.1"
2525	2025/03/15 10:51:21	89.234.161.220	200	6	9111	"GET /uv2582fip2582inf210/ HTTP/1.1"
2525	2025/03/15 10:51:22	89.234.161.220	200	8	14669	"GET /uv2582fip2582inf210/js/jquery.shuffle.min.js HTTP/1.1"
2525	2025/03/15 10:51:22	89.234.161.220	200	2	809	"GET /uv2582fip2582inf210/js/jquery.ba2582throttle2582debounce.min.js HTTP/1.1"
2525	2025/03/15 10:51:25	89.234.161.220	200	4	9111	"GET /uv2582fip2582inf210/ HTTP/1.1"
2525	2025/03/15 11:03:55	89.234.161.220	200	4	5028	"GET /uv2582fip2582inf210/project_presentation.html HTTP/1.1"
2525	2025/03/15 11:03:56	89.234.161.220	200	1	5028	"GET /uv2582fip2582inf210/project_presentation.html HTTP/1.1"
2525	2025/03/15 11:03:57	89.234.161.220	200	5	9275	"GET /uv2582fip2582inf210/project_part3.html HTTP/1.1"
2525	2025/03/15 11:03:57	89.234.161.220	200	2	58840	"GET /uv2582fip2582inf210/images/project/sequencemvc.png HTTP/1.1"
2525	2025/03/15 11:03:57	89.234.161.220	200	4	9275	"GET /uv2582fip2582inf210/project_part3.html HTTP/1.1"
2529	2025/03/15 11:20:21	169.155.255.106	200	4	4987	"GET /uv2582fip2582inf210/project_task_time.html HTTP/1.1"
2529	2025/03/15 11:20:21	169.155.255.106	200	2	904	"GET /uv2582fip2582inf210/css/tabs.css HTTP/1.1"
2529	2025/03/15 11:20:21	169.155.255.106	200	2	2195	"GET /uv2582fip2582inf210/js/tabs.js HTTP/1.1"
2529	2025/03/15 11:20:25	169.155.255.106	200	7	12683	"GET /uv2582fip2582inf210/project_specifications.html HTTP/1.1"
2525	2025/03/15 11:31:40	89.234.161.220	200	7	12683	"GET /uv2582fip2582inf210/project_specifications.html HTTP/1.1"
2525	2025/03/15 11:31:41	89.234.161.220	200	6	12683	"GET /uv2582fip2582inf210/project_specifications.html HTTP/1.1"
